Link,AI,A.I.,I.A.,A.I,I.A,IA,machine learning,deep learning,intelligenza artificiale,computer vision,artificial intelligence,LLM,large language models,large language model,reti neurali,neural networks
www.alantricot.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tomaificiosl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.emmecitex.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.dulioaccessori.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.maglificiocortese.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.frasconi.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.maglificiogrp.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.damapartner.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.furling.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.sartorieanthea.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.foresti-italia.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzeluisa.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.bmtex.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.pespow.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gastaldiautomotive.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.massrl.info,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.silveredegroup.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.ebfashion.eu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gironacci.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.win-srl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.clubvoltaire.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.confezionicappello.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.castellaridiffusion.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.mycroclean.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ilpumasrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.toispose.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sanninonapoli.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b2b.umbertovallati.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.mgetrusco.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fabbrica247.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
contessa-elda-srl-01293450555.quantofattura.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.albertodiparma.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.maurishoes.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.cslgroup.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
landing.elvaqueroretailers.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ilsman.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.kontessaccessori.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gruppogama.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
corima.net,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.marinisilvano.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.lgfoderami.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.moovesrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
a-caraceni.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.lesoft.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.francescamercuriali.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.info.brian.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.antoniasrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.virginiabizzi.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ceciliabenetti.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
confezionibieffe.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.palazzosartoriale.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.prodital.biz,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.alby.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.blitzmoda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.carbottibags.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.modacalvi.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.equipagepantaloni.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.grazianosalvatelli.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.solomodasrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.loifur.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gruppolm.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
boschinonicouture.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.cargera.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gianfrancosisti.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
larianna.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.starplastsnc.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.jberre.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.conceriadaniela.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tomaificiolidis.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.exa-srl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tallispa.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.border-line.org,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.eleonoraamadei.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gdslab.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
martinaleathers.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mdesign-firenze.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.conceriabertoldi.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.peterlangner.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
clcalzaturificio.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.viamercanti.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pomme.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.suolificiogalletti.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tsfsrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.armenico.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.theicona.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.pistonesi.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.pasquinicalzature.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.mafsrl.net,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ggconfezioni.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.babygraziella.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.projectsrl.org,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
brennaconfezioni.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dgdipalma.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.laserfashion.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.annielshop.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.aldocastagna.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.everfashion.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.pellicceriaarcella.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.confezionimanuela.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.robertomorellisrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ducanero.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.oscipellami.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.altile.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hideandjack.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.laborsrl.org,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.manuelaconti.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.bufishop.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lipedemaitalia.info,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.startleather.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.viamailbag.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.copecapelli.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.inlinesrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ablshop.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calimar.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pelletteria2a.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
leabruni.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.italkids.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.frada.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
angysix.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.conceria-alpaca.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.valpel.it/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.palmadoro.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.manifatturaceccarelli.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cirricollection.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.suolificiopres.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.girardi.net,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.renzoni.net,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.italsuole.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.settefili.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.magliaclub.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.confezionigrazia.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.camiceriavalery.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ennevu.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.favresrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.suolificiogl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fragomenigroup.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.kaleidosmoda.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.ascotspa.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
comodato-studioinformatica.passweb.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.laboniagloves.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzedac.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.monsignor.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.sevenpelletteria.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ruebisquit.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.noves.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.m2accessori.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.magmoda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.c3groupsrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.mediasoft.it/agnense,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.confezionitrifoglio.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
destrodiffusione.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.buyitalianstyle.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
shop.primordialisprimitive.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
avenue67.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.corlab.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.focus-group.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.pelletteriaz3.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.rinascitashoes.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.spaccatricepiave.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ercan.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.maurogoverna.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tomaificiosandrorossi.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.acquasarta.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.moretta.biz,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.servicemoda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.preziosogroup.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.makeinitaly.eu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.empressmore.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.manamitalia.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.italianasport.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.andreabossi.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.amarynth.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.simplemen.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.fustellificiovenetovr.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bark-italy.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
camiceriamira.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.conceriaitalpelli.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.henri.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.camillamilano.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.napoletanoconfezioni.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.luiginoverducci.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzaturificiomusella.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
maximabags.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.soldasrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tacchificiocristina.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tassivanis.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.europeancomfort.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ferradinibruno.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
alp1964.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.conceriamancini.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.newitaliashoes.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.rgsdiffusion.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gianmarcof.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.apachefactory.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.elisabettaminellimaglieria.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fasterishoes.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ghepardo.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tonywild.it,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
www.dinzillosweetmode.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.manifatturevignola.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.solettificioterry.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.sindi-prototipia-moda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzaturificiociaschi.net,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
brandingpro.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
orizo.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.zenitsrl2018.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bellashoes.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.camplin.eu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.outlet-tomas.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.bottegadelcuoio.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.catya.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
knitknit.eu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.depianpel.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gitsrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.lereginedelforte.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.brouback.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gbm-maglieria.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.malcom-italy.it/it/studio-tessile,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.volbal.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.viben.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ommysrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.laudinocaccin.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.startupgroupsrls.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.paceprofessional.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.luzzi.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ottobconfezioni.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
vivaldimoda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
orazioluciano.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ghizzanpelli.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.produzionebicchierimonouso.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.barleycorn.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
en.askforamask.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rialto48.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.diamfondi.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.conceriacerbiatto.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tessilcompanysrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.alevimilano.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzesportivedany.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.lastupenderia.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.jqjeans.eu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.prontomodamachattie.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.mabiline.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.enzobonafe.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.marlenelingerie.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
floresinex.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ateliercurti.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.myaclara.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.confezionibilo.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.verdecchia.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
maxmaglierie.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
futurauniform.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.modicollezione.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.barattolorappresentanze.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.peleritalia.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b-wear.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzaturificiocaf.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.elko.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.conceriaturbighese.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ivishock.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
