Link,AI,A.I.,I.A.,A.I,I.A,IA,machine learning,deep learning,intelligenza artificiale,computer vision,artificial intelligence,LLM,large language models,large language model,reti neurali,neural networks
www.peserico.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
intimamoda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.stilema.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.garsport.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.aeronauticamilitareofficialstore.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.perinspa.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ciaosrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
idexe.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
giemmebrandscorporate.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.santonishoes.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.english.ilceaconceria.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.cassera.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gallo1927.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.chiaraboni.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rockexperience.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
uk.garmont.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.moodnet.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.medusashoes.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.seventyvenezia.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.trendsrl.eu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.stonefly.it/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.rinaldiconceria.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.pelletteriegiancarlo.net,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gielleemme.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.conceriavolpiana.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
evolo.eco,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.caravelleshoes.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.derobert.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.fedelicashmere.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzaturificioarkte.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.cfbspa.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.rutafashion.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.sangiorgiosrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.effek.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.nuovaimpala.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
exena.com,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
www.lineacshoes.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.mgmspa.eu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.marioleviitalia.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.transit.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.walles.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.aionofficial.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.vicenzapelli.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.agl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cclfashion.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
blufin.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.bottegaveneta.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.manilagrace.com/it/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.hermes.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.selleitalia.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.albagroup.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.demacalzature.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.colonnellimanifatture.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mfuno.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.cromier.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ellepionline.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.conceriazonta.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.bbminternational.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.lemie.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.newmarbas.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.flyflot.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gizetacalze.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.siggigroup.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
