Link,AI,A.I.,I.A.,A.I,I.A,IA,machine learning,deep learning,intelligenza artificiale,computer vision,artificial intelligence,LLM,large language models,large language model,reti neurali,neural networks
www.caterinasrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tredconfezioni-modena.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gigifashion.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.authier.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sobekitalia.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.twinsistersmoda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.sglrossetto.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.taglionovantanove.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.clarysrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.nottoli.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzaturificiomorlacchi.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.livingstile.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.systematica.it/pielle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
francescosacco.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ilmaplast.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
camicieroma.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.dielletshirt.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
maglificiotoscano.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.cerretelli-italia.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzaturificiodinos.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.laboratorioemmegitreviso.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
artelierfashion.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.lapesrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.suolificiosanpaolo.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.styldea.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.a-a-d-design.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calabrese1924.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tacchificioquadrifoglio.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.margaritamodamare.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.distribuzionestemar.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gamplastsrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.oropelitalia.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.r79.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.racalsnc.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.italstrass.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bgshoesdesign.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.dalsport74.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ervasia.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.concerianettuno.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tricotharden.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.cifani.net,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bigdolby.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.annysartoria.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mastaiferretti.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.essenove.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.coltom.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.geegosrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
eddicuomo.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hakx.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.zagoalberto.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.robertopancani.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.interservicericami.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.firenzeemoda.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.fasmagroup.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.onext.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.fditalia.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.libertyrose.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
host.samet.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.angelitricot.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.brandocamicie.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.carideiglovefactory.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.enzopisano.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
atelierlavs.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ninaleuca.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.conceriamadera.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.club.ciaomondo.us,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.casarotti.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sgconfezioni.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.filippopanzera.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.athletesbasketball.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.europaabbigliamentolavoro.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.colibrisrl.net,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.federicarossijewels.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tacchificiosaiv.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.sartoriacaracciolo.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.dipa.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzificiosillan.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.akuna.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.fiorita.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.bertonplisse.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.algima.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.garmentsrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.tacchificio.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.margheritamazzei.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.mtos.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
blog.divertilandia.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
shopmascherine.altervista.org,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
eurekatheoriginal.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sportech.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.studioestile.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.megisrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.complastsnc.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.valigeriamascetti.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tassellicashmere.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.parmeggiani.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.solettificiomassetti.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.royalrow.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.dsgstreetwear.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.suolificio-gfg.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.katysrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.accessorimodabianchi.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.oceandrivesrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.donnaesse.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.grossisrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ninocristiani1963.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sartoriaragusa.eu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.numero10bags.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
metaverse.g-inglese.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.agostinomartinez.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
topitaliamoda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101meme.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dogissimi.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.bazzecole.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.davincontrafforti.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lasertorresi.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tecno-sport.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.craafts.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.merisiosrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.forniturecappelli.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tranceriafm.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
miopiccolo.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.nuova3b.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzificiosanbiagio.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
stylehunter.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.bodiesfurs.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bernardinifashion.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.bisousmodena.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.rossorame.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.stefanardi.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.dopogara.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.donnalingeriepistoia.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
crimarspose.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.natalimaglificio.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.concerialafortezza.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sanfrancisco976.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.bahobab.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.botterostudio.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.frenetikaitalia.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.taglioperconfezioni.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.textilross.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.donnaelissa.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ibrigu.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.faconsartoriale.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.porselli.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ippoliti.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.filet-shop.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.elizadivenezia.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
velasposa.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.valentisposa.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tremonte.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.facebook.com/profile.php?id=61565772031746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.auroramoda.com/it/chi-siamo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.arrigocostumi.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.karmaofcharmeshop.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.mazzantihat.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
http://www.manifartex.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.curvy.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.mbflegnano.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.littlestar4pets.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.imapier.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
capinpelle24.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.intimolajole.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.qualitagliosrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
paglianibrasseur.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.suolificiocentroitalia.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ismara.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.chrissitaly.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.naglev.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.edocamicie.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.restelliguanti.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.emozionisposa.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.kiara-aviation.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.saracreazioni.eu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzaturetrebi.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.brunosfirenze.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzaturificiosmeg.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.top87.it,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.chiaracarrino.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.frescopelli.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.cyclica.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.niconf.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.sartoriamagistroni.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.imilariamattioli.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.caponitacchificio.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.martucciroma.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
be-y-e.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
modacom.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.molo11.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.childsrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
francetich.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.studiolgamoda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walmode.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
monousami.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.cpmoka.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
desireenapoli.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
petronius1926.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
digitalmoda.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.crisalidemoda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
jamas.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.arconsultingmoda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.labelmark.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.domenicofurs.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.newentryconceria.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.icomassrl.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.madaprint.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.marpell.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.suolificioprisma.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.devidsrl.it,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
www.cerberoshoes.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.maglieriamatis.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.stefanocorsini.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.piazzadispagnasposi.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzaturificioluca.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.camiceriasannino.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.usual-usual.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.maryatkins.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.crintex-teramo.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.aquaramasportswear.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.maglificiostefania.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.jumpsrl.eu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.studiobars.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.alestrasportespettacolo.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tremilasrl.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.bott-one.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.stefanazzi.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.maglieriaprontomodaodm.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.newlabsrl.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.tesoronemadeinitaly.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.cashmereville.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ferrofashion.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.jolidon.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ottavionuccio.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.bluday.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
martinettirea.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.beplast.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.sartoriapanico.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.cvzstylishinnovation.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.chesterton1953.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.fiorangelo.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.lospaventapasseri.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
normajbaker.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
varese.abbigliamento-contoterzi.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.spallinificiosansano.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.shibumi-italy.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.stephennewline.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
etichettificioctb.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.prontosport.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.gammadifelisi.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.eramilano.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.maestripellettieri.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mitah.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.eurosab.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.laetitiabeachwear.com/store/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.calzaturificiosg.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.macitaliapelli.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.blueform.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.sartoriaangela.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.lineamareblu.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.terrafermaitalia.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.solettificiobfb.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
progetto-due.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.hollythelab.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.panchic.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
marioportolano.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.littlebear.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
decarlisfur.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bocachesalvucci.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.wradliving.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.dsocka.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.solmoda.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.solettificioemme3.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.lirecento.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mariateresapellegrino.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.egemonia.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.sposaserena.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.ecobatt.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b2bcasagin.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sarmhippique.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.cittis.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.dierrecashmere.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.sadivestiario.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
kultureshop.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.fyshe.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.alexcappelli.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.trecimeshoes.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.posturalpoint.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.arron.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.rpm-cycling.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.brickmanovengloves.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4mody-societa-a-responsabilita-limitata-semplifica-14264901001.quantofattura.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.jrwmfashion.com,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.maxsport.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.paoloarena.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
luckyhat.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
footex.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.martinab.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
www.quartacamicie.it,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
micaleathersrl.net,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
